county,url,link_text
Madison,https://library.municode.com/wv/madison/codes/code_of_ordinances?nodeId=16134,Code of Ordinances
Madison,https://library.municode.com/wv/madison/codes/code_of_ordinances?nodeId=CITY_MADISON_WEST_VIRGINIA,"CITY OF MADISON,  WEST VIRGINIA"
Madison,https://library.municode.com/wv/madison/codes/code_of_ordinances?nodeId=SUHITA_CH1GEPR,CHAPTER 1. - GENERAL PROVISIONS.
Madison,https://library.municode.com/wv/madison/codes/code_of_ordinances?nodeId=SUHITA_CH2AD,CHAPTER 2. - ADMINISTRATION.
Madison,https://library.municode.com/wv/madison/codes/code_of_ordinances?nodeId=SUHITA_CH3ALBE,CHAPTER 3. - ALCOHOLIC BEVERAGES.
Madison,https://library.municode.com/wv/madison/codes/code_of_ordinances?nodeId=SUHITA_CH4ANFO,CHAPTER 4. - ANIMALS AND FOWL.
Madison,https://library.municode.com/wv/madison/codes/code_of_ordinances?nodeId=SUHITA_CH5BU,CHAPTER 5. - BUILDINGS.
Madison,https://library.municode.com/wv/madison/codes/code_of_ordinances?nodeId=SUHITA_CH6EL,CHAPTER 6. - ELECTIONS.
Madison,https://library.municode.com/wv/madison/codes/code_of_ordinances?nodeId=SUHITA_CH7EMMA,CHAPTER 7. - EMERGENCY MANAGEMENT.
Madison,https://library.municode.com/wv/madison/codes/code_of_ordinances?nodeId=SUHITA_CH8.1HOMOOCTA,CHAPTER 8.1. - HOTEL/MOTEL OCCUPANCY TAX.
Madison,https://library.municode.com/wv/madison/codes/code_of_ordinances?nodeId=SUHITA_CH8FITA,CHAPTER 8. - FINANCE AND TAXATION.
Madison,https://library.municode.com/wv/madison/codes/code_of_ordinances?nodeId=SUHITA_CH9FIPR,CHAPTER 9. - FIRE PREVENTION.
Madison,https://library.municode.com/wv/madison/codes/code_of_ordinances?nodeId=SUHITA_CH10GARE,CHAPTER 10. - GARBAGE AND REFUSE
Madison,https://library.municode.com/wv/madison/codes/code_of_ordinances?nodeId=SUHITA_CH11.1BOHO,CHAPTER 11.1. - BOARDING HOUSES.
Madison,https://library.municode.com/wv/madison/codes/code_of_ordinances?nodeId=SUHITA_CH11LIBUREGE,CHAPTER 11. - LICENSES AND BUSINESS REGULATIONS GENERALLY.
Madison,https://library.municode.com/wv/madison/codes/code_of_ordinances?nodeId=SUHITA_CH12MOHO,CHAPTER 12. - MOBILE HOMES.
Madison,https://library.municode.com/wv/madison/codes/code_of_ordinances?nodeId=SUHITA_CH13MOVETR,CHAPTER 13. - MOTOR VEHICLES AND TRAFFIC.
Madison,https://library.municode.com/wv/madison/codes/code_of_ordinances?nodeId=SUHITA_CH14MUCO,CHAPTER 14. - MUNICIPAL COURT.
Madison,https://library.municode.com/wv/madison/codes/code_of_ordinances?nodeId=SUHITA_CH15NO,CHAPTER 15. - NOISES.
Madison,https://library.municode.com/wv/madison/codes/code_of_ordinances?nodeId=SUHITA_CH16NU,CHAPTER 16. - NUISANCES.
Madison,https://library.municode.com/wv/madison/codes/code_of_ordinances?nodeId=SUHITA_CH17OFIS,CHAPTER 17. - OFFENSES—MISCELLANEOUS.
Madison,https://library.municode.com/wv/madison/codes/code_of_ordinances?nodeId=SUHITA_CH18PO,CHAPTER 18. - POLICE.
Madison,https://library.municode.com/wv/madison/codes/code_of_ordinances?nodeId=SUHITA_CH19.1FL,Chapter 19.1 - FLOODPLAINS.
Madison,https://library.municode.com/wv/madison/codes/code_of_ordinances?nodeId=SUHITA_CH19SESEDI,CHAPTER 19. - SEWERS AND SEWAGE DISPOSAL.
Madison,https://library.municode.com/wv/madison/codes/code_of_ordinances?nodeId=SUHITA_CH20STSI,CHAPTER 20. - STREETS AND SIDEWALKS.
Madison,https://library.municode.com/wv/madison/codes/code_of_ordinances?nodeId=SUHITA_CH21ZO,CHAPTER 21. - ZONING.
Madison,https://library.municode.com/wv/madison/codes/code_of_ordinances?nodeId=SUHITA_COCOTADILI,CODE COMPARATIVE TABLE AND DISPOSITION LIST
